tconst,startYear,runtimeMinutes,budget,revenue,production_companies,original_language,origin_country,top_3_cast,director,keywords,genres,certification_us,release_date
tt0069049,2018,122.0,12000000.0,,"[36547, 7573]",en,['US'],"[{'id': 6593, 'popularity': 1.2742}, {'id': 143081, 'popularity': 0.507}, {'id': 39012, 'popularity': 1.5906}]","[{'id': 40, 'popularity': 2.1497}]","[1228, 8201, 4610, 9755, 11800, 9732, 12396, 14530, 33490, 34079, 235736]",[18],R,2018-11-02
tt0293429,2021,110.0,20000000.0,84426031.0,"[76907, 8000, 12]",en,"['AU', 'CA', 'US']","[{'id': 1610940, 'popularity': 1.8568}, {'id': 136347, 'popularity': 2.375}, {'id': 51684, 'popularity': 1.8654}]","[{'id': 1828590, 'popularity': 0.6788}]","[83, 2343, 3075, 10292, 9649, 9820, 14943, 14955, 41645, 156159, 161184, 188955]","[28, 14, 12]",R,2021-04-07
tt0315642,2016,103.0,5200000.0,9200000.0,"[12865, 44164, 44163, 3781]",hi,['IN'],"[{'id': 35780, 'popularity': 1.6334}, {'id': 78916, 'popularity': 1.2153}, {'id': 88797, 'popularity': 0.49}]","[{'id': 557210, 'popularity': 0.2384}]",[316],"[53, 28, 80]",PG-13,2016-01-07
tt0327785,2024,104.0,30000000.0,5928351.0,"[183234, 1757, 89171, 175316, 253068, 253069, 1632]",en,['US'],"[{'id': 543530, 'popularity': 4.1063}, {'id': 568657, 'popularity': 2.8979}, {'id': 53256, 'popularity': 2.1966}]","[{'id': 131532, 'popularity': 0.908}]","[818, 2708, 6564, 247799, 309270]","[28, 35, 53]",R,2024-09-12
tt0360556,2018,100.0,,,"[7429, 10944, 102334]",en,['US'],"[{'id': 135651, 'popularity': 4.9379}, {'id': 335, 'popularity': 2.8728}, {'id': 568657, 'popularity': 2.8979}]","[{'id': 45730, 'popularity': 0.5361}]","[818, 4565, 5737, 9714, 18082, 244256, 281445, 325844]","[18, 878, 53]",PG-13,2018-05-12
tt0365545,2018,98.0,,,"[2527, 151097]",en,['US'],"[{'id': 5411, 'popularity': 1.2491}, {'id': 195675, 'popularity': 1.6349}, {'id': 8874, 'popularity': 2.1171}]","[{'id': 1088579, 'popularity': 0.3004}]","[9799, 12096, 187056, 189368, 272029]","[35, 10749, 18]",,2018-09-21
tt0369610,2015,124.0,150000000.0,1671537444.0,"[56, 33, 923]",en,['US'],"[{'id': 73457, 'popularity': 5.1897}, {'id': 18997, 'popularity': 3.1221}, {'id': 76793, 'popularity': 1.9501}]","[{'id': 930707, 'popularity': 0.6349}]","[2041, 5251, 10685, 1766, 1718, 1720, 5160, 9663, 12616, 13031, 14798, 155582, 158340, 163561, 164246, 197013, 223059, 259376, 315709, 319467, 325811, 325812]","[12, 878]",PG-13,2015-06-06
tt0376479,2016,108.0,10000000.0,1715728.0,"[72441, 126, 1632]",en,"['US', 'HK']","[{'id': 3061, 'popularity': 4.8452}, {'id': 6161, 'popularity': 7.5547}, {'id': 501, 'popularity': 4.6181}]","[{'id': 3061, 'popularity': 4.8452}]","[2957, 1157, 818, 970, 1228, 2339, 10958, 159793, 208992, 210026, 240103]","[80, 18]",R,2016-10-20
tt0385887,2019,144.0,26000000.0,18377736.0,"[2297, 36209]",en,['US'],"[{'id': 819, 'popularity': 6.2482}, {'id': 62, 'popularity': 5.3532}, {'id': 1216606, 'popularity': 2.9584}]","[{'id': 819, 'popularity': 6.2482}]","[818, 5823, 10217, 41523, 155790, 161982, 181659, 207268, 208611]","[18, 53]",R,2019-10-31
tt0420293,2015,122.0,,643557.0,"[2289, 17379, 3898, 26834, 307]",en,['US'],"[{'id': 8289, 'popularity': 2.8504}, {'id': 11665, 'popularity': 2.0312}, {'id': 132157, 'popularity': 2.0954}]","[{'id': 229482, 'popularity': 0.1944}]","[378, 1706, 1228, 9672, 195897, 239390]","[53, 18, 36]",R,2015-07-17
tt0437086,2019,122.0,170000000.0,405000000.0,"[10807, 574, 25, 22213]",en,['US'],"[{'id': 973667, 'popularity': 1.7806}, {'id': 27319, 'popularity': 4.0345}, {'id': 6161, 'popularity': 7.5547}]","[{'id': 2294, 'popularity': 1.8202}]","[779, 801, 2660, 4565, 2006, 9715, 12190, 12375, 13141, 239110, 245230, 248862, 325851, 367457]","[28, 878, 12]",PG-13,2019-01-31
tt0439572,2023,144.0,220000000.0,271333313.0,"[174, 152809, 170335, 128064]",en,['US'],"[{'id': 132157, 'popularity': 2.0954}, {'id': 2542319, 'popularity': 1.7357}, {'id': 2232, 'popularity': 3.9839}]","[{'id': 1113116, 'popularity': 1.2768}]","[1308, 9715, 4379, 9717, 10761, 33637, 179430, 208757, 228795, 229266, 235578, 241739, 245157, 325761, 336874]","[28, 878, 12]",PG-13,2023-06-13
tt0441881,2019,118.0,23934823.0,2078370.0,"[101576, 89994, 126370, 106364, 126371, 126372, 290]",en,"['AU', 'GB']","[{'id': 77700, 'popularity': 3.8897}, {'id': 972356, 'popularity': 1.3989}, {'id': 234548, 'popularity': 0.9316}]","[{'id': 110427, 'popularity': 0.2263}]","[2957, 9672, 208992, 233352, 235583, 260090, 260091]","[10752, 28, 18, 36]",R,2019-08-08
tt0448115,2019,132.0,80000000.0,367799011.0,"[12, 11565, 73669, 128064]",en,['US'],"[{'id': 69899, 'popularity': 2.112}, {'id': 2983, 'popularity': 2.278}, {'id': 1768966, 'popularity': 0.9151}]","[{'id': 1302082, 'popularity': 0.8305}]","[276, 2343, 1308, 9715, 9717, 18932, 177912, 179102, 179430, 179431, 207317, 229266, 267121]","[28, 35, 14]",PG-13,2019-03-29
tt0451279,2017,141.0,149000000.0,823970682.0,"[507, 9995, 128064, 174]",en,['US'],"[{'id': 90633, 'popularity': 3.8481}, {'id': 62064, 'popularity': 3.5978}, {'id': 935, 'popularity': 4.4835}]","[{'id': 6884, 'popularity': 1.2157}]","[2041, 1701, 2660, 2504, 2386, 9715, 2383, 2036, 9717, 11322, 15060, 33637, 156525, 187056, 191731, 210184, 229266]","[28, 12, 14]",PG-13,2017-05-30
tt0460890,2017,89.0,,2600000.0,"[6831, 715]",en,['US'],"[{'id': 1371041, 'popularity': 2.3217}, {'id': 1229, 'popularity': 3.3919}, {'id': 3967, 'popularity': 6.4806}]","[{'id': 87742, 'popularity': 0.9603}]","[11869, 34094, 168346]",[18],,2017-07-27
tt0462335,2015,119.0,,4289074.0,"[11561, 2395, 6705, 7281, 11667, 290, 11199, 39829]",en,['GB'],"[{'id': 91606, 'popularity': 3.1125}, {'id': 32798, 'popularity': 3.1758}, {'id': 23459, 'popularity': 5.1732}]","[{'id': 137467, 'popularity': 0.8563}]","[212, 818, 213, 1418, 12436, 156640, 163048, 179823, 192311, 210324]",[18],R,2015-11-22
tt0475290,2016,106.0,22000000.0,63647656.0,"[10163, 2092, 33]",en,['US'],"[{'id': 16851, 'popularity': 4.0081}, {'id': 1461, 'popularity': 4.9475}, {'id': 71375, 'popularity': 1.7489}]","[{'id': 1223, 'popularity': 1.7156}, {'id': 1224, 'popularity': 1.2709}]","[736, 1336, 977, 1930, 5049, 9732, 10941, 12396, 12570, 15060, 33490, 162262, 208611, 227561, 325815, 325819]","[35, 9648]",PG-13,2016-02-05
tt0478970,2015,117.0,130000000.0,519311965.0,[420],en,['US'],"[{'id': 22226, 'popularity': 5.0036}, {'id': 3392, 'popularity': 3.7945}, {'id': 19034, 'popularity': 2.9513}]","[{'id': 59026, 'popularity': 0.5401}]","[9715, 3126, 6168, 6380, 9717, 10051, 12101, 171493, 179430, 179431, 180547, 218182, 240303, 269233, 270731, 342791]","[878, 12, 28]",PG-13,2015-07-14
tt0490215,2016,161.0,46000000.0,23834809.0,"[22842, 23033, 8870, 54537, 86060, 23243, 10405]",en,['US'],"[{'id': 37625, 'popularity': 4.136}, {'id': 1023139, 'popularity': 2.4869}, {'id': 3896, 'popularity': 5.9027}]","[{'id': 1032, 'popularity': 6.9286}]","[233, 818, 186, 440, 9714, 10085, 13006, 41611, 179567, 189398, 189995, 194998, 207941, 214891, 220890, 225219, 226417, 226419, 325786, 325787]","[18, 36]",R,2016-12-23
tt0491175,2017,105.0,25000000.0,12751667.0,"[22146, 1786, 1782, 83645]",en,['US'],"[{'id': 1892, 'popularity': 10.7553}, {'id': 1231, 'popularity': 4.7008}, {'id': 1590759, 'popularity': 1.5839}]","[{'id': 1461, 'popularity': 4.9475}]",[10123],"[53, 80, 18, 9648]",R,2017-10-26
tt0491203,2017,105.0,25000000.0,9204549.0,"[308, 9015, 4, 2054]",en,"['US', 'GB']","[{'id': 227454, 'popularity': 3.0586}, {'id': 122889, 'popularity': 2.3972}, {'id': 27319, 'popularity': 4.0345}]","[{'id': 71570, 'popularity': 0.8877}]","[818, 1199, 437, 15060, 40882, 187212, 207941]","[18, 10749]",R,2017-07-13
tt0493405,2017,100.0,25000000.0,26800152.0,"[10424, 174]",en,['US'],"[{'id': 454, 'popularity': 4.2492}, {'id': 51298, 'popularity': 1.8525}, {'id': 136347, 'popularity': 2.375}]","[{'id': 51298, 'popularity': 1.8525}]","[6149, 11734, 12670, 167316]","[28, 35, 80]",R,2017-03-23
tt0498381,2017,102.0,25000000.0,83080890.0,"[4, 24902, 49325, 85425]",en,['US'],"[{'id': 1464589, 'popularity': 1.1916}, {'id': 1167375, 'popularity': 1.1678}, {'id': 16478, 'popularity': 1.4985}]","[{'id': 94403, 'popularity': 0.1431}]","[5340, 6152, 3298, 9663, 9955, 10541, 11322, 11616, 34079, 157530, 184352, 198776, 206440, 271672, 314730, 323809, 325776]",[27],PG-13,2017-02-01
tt0499097,2021,109.0,,,"[433, 102334, 156809, 4, 114732, 82819]",en,"['DE', 'US']","[{'id': 135651, 'popularity': 4.9379}, {'id': 478, 'popularity': 3.2563}, {'id': 529, 'popularity': 2.702}]","[{'id': 932533, 'popularity': 0.3879}]","[818, 11219, 179431]","[28, 53, 10752]",R,2021-04-30
tt0775440,2016,98.0,,1133031.0,"[34380, 5113, 6692, 18950, 78555]",en,['US'],"[{'id': 3036, 'popularity': 2.6032}, {'id': 2231, 'popularity': 7.361}, {'id': 77517, 'popularity': 1.4271}]","[{'id': 20133, 'popularity': 0.3043}]","[236, 822, 818, 1680, 4458, 10339, 9826, 15156, 177317, 188957, 189342, 201864, 211659, 248519, 249530, 321464]","[27, 878, 53]",R,2016-07-06
tt0783640,2019,116.0,20000000.0,3364426.0,"[21897, 145719, 65649, 111793, 145720, 108353, 145721, 145722, 145723]",en,['US'],"[{'id': 60898, 'popularity': 3.7089}, {'id': 290, 'popularity': 2.5865}, {'id': 227, 'popularity': 1.9134}]","[{'id': 16829, 'popularity': 0.2264}]","[2957, 2803, 9672, 210162, 281585, 293649, 325762, 325769, 325786, 325795, 325799, 325831, 325839, 325854]","[18, 28, 10752]",R,2020-01-23
tt0787524,2015,108.0,,11472454.0,"[4135, 6455, 50079, 80468, 80469, 166595]",en,"['US', 'GB']","[{'id': 76788, 'popularity': 1.6504}, {'id': 16940, 'popularity': 3.8774}, {'id': 13014, 'popularity': 2.8488}]","[{'id': 1496011, 'popularity': 0.2021}]","[818, 392, 6009, 2303, 2461, 5565, 9672, 6165, 210184, 239811, 240139, 280999, 281176]","[18, 36]",PG-13,2016-04-08
tt0790770,2015,100.0,,3460466.0,"[38284, 3314, 13923, 72749]",en,['US'],"[{'id': 1896, 'popularity': 3.0216}, {'id': 3061, 'popularity': 4.8452}, {'id': 929826, 'popularity': 0.8343}]","[{'id': 1896, 'popularity': 3.0216}]","[1416, 5565, 6165, 222603]","[18, 10402, 36]",R,2016-01-22
tt0800175,2025,110.0,,271461.0,"[1020, 11761, 270079, 48738]",en,['US'],"[{'id': 1464589, 'popularity': 1.4032}, {'id': 118616, 'popularity': 1.266}, {'id': 1715541, 'popularity': 0.4878}]","[{'id': 69593, 'popularity': 0.586}]","[1299, 1400, 9990, 2011, 6556, 9717, 211227, 229607, 234213, 309974]","[12, 28, 14, 18]",R,2025-07-31
tt0800325,2019,107.0,,,"[115114, 8518, 134436]",en,['US'],"[{'id': 1276759, 'popularity': 1.0019}, {'id': 230680, 'popularity': 1.1092}, {'id': 234548, 'popularity': 1.0618}]","[{'id': 56578, 'popularity': 0.4324}]","[1803, 208289, 256448, 288345]","[18, 10402, 35]",R,2019-03-22
tt0803096,2016,123.0,160000000.0,433677183.0,"[923, 507, 16028]",en,['US'],"[{'id': 77700, 'popularity': 3.6316}, {'id': 52851, 'popularity': 2.7886}, {'id': 11107, 'popularity': 2.1691}]","[{'id': 81850, 'popularity': 0.6947}]","[603, 604, 2343, 10085, 13084, 18092, 41645, 177912, 188265, 189113, 192913, 192914, 207779, 234213, 263333, 344646, 344647]","[28, 12, 14]",PG-13,2016-05-25
tt0805647,2020,106.0,,29303571.0,"[11395, 174, 11627, 7470, 214904]",en,['US'],"[{'id': 1813, 'popularity': 13.0444}, {'id': 6944, 'popularity': 3.1488}, {'id': 2283, 'popularity': 4.1984}]","[{'id': 24, 'popularity': 2.0356}]","[612, 616, 818, 2075, 2161, 4375, 9844, 13014, 15101, 208992, 211768, 267848, 275266]","[35, 14, 10751, 27]",PG,2020-10-26
tt0810819,2015,119.0,15000000.0,64200000.0,"[8875, 10163, 11773, 23200, 73536, 73538, 221513]",en,"['US', 'GB']","[{'id': 37632, 'popularity': 2.6346}, {'id': 227454, 'popularity': 2.8233}, {'id': 73381, 'popularity': 2.1492}]","[{'id': 70500, 'popularity': 0.6609}]","[90, 818, 509, 792, 2679, 437, 12995, 14893, 34115, 157959, 158718, 159103, 207876, 232076, 311315, 325783, 325794]",[18],R,2015-11-27
tt0837156,2016,90.0,,,"[10105, 64451]",en,['US'],"[{'id': 5129, 'popularity': 1.4897}, {'id': 20580, 'popularity': 2.2991}, {'id': 1592668, 'popularity': 0.3074}]","[{'id': 1216197, 'popularity': 0.4185}]",,"[12, 35, 10751]",PG,2016-03-17
tt0837563,2019,100.0,21000000.0,113118226.0,"[435, 4, 6302]",en,['US'],"[{'id': 76512, 'popularity': 2.1564}, {'id': 139150, 'popularity': 1.106}, {'id': 12074, 'popularity': 3.5457}]","[{'id': 1290272, 'popularity': 0.1511}, {'id': 1154561, 'popularity': 0.2242}]","[1157, 548, 818, 977, 9714, 10614, 9927, 12377, 157488, 173099, 183896, 208152, 240303, 253807]",[27],R,2019-04-04
tt0859635,2018,99.0,13500000.0,31626386.0,"[2773, 52948, 106322, 43]",en,['US'],"[{'id': 52049, 'popularity': 0.6079}, {'id': 56251, 'popularity': 0.9151}, {'id': 52051, 'popularity': 0.3117}]","[{'id': 52049, 'popularity': 0.6079}]","[6149, 8015, 9663, 179430, 179431, 190888, 200500, 226825]","[35, 80, 9648]",R,2018-04-19
tt0870154,2021,127.0,200000000.0,220889446.0,"[2, 73669, 1302, 34081]",en,['US'],"[{'id': 18918, 'popularity': 5.1872}, {'id': 5081, 'popularity': 8.4237}, {'id': 25616, 'popularity': 1.4664}]","[{'id': 59521, 'popularity': 1.1189}]","[10787, 158244, 210184, 217120, 279987]","[14, 12, 28]",PG-13,2021-07-28
tt0884732,2015,101.0,23000000.0,79799880.0,"[3287, 34034, 14, 49968]",en,['US'],"[{'id': 55638, 'popularity': 5.3626}, {'id': 54415, 'popularity': 1.9132}, {'id': 53862, 'popularity': 3.6013}]","[{'id': 59027, 'popularity': 0.4075}]","[3230, 11062, 13027, 170682, 196499]",[35],R,2015-01-16
tt0887261,2022,121.0,14000000.0,10303.0,"[423, 143790]",en,['US'],"[{'id': 1972166, 'popularity': 2.2661}, {'id': 1939676, 'popularity': 2.9244}, {'id': 1440698, 'popularity': 1.2768}]","[{'id': 141962, 'popularity': 0.6327}]","[6154, 10292, 9714, 17996, 156866, 161208, 287274]","[27, 53]",R,2022-09-28
tt0899043,2025,122.0,60000000.0,96000836.0,"[127928, 91797, 256631, 22213]",en,['US'],"[{'id': 17838, 'popularity': 3.7735}, {'id': 7497, 'popularity': 2.6393}, {'id': 165424, 'popularity': 0.6299}]","[{'id': 30310, 'popularity': 0.6136}]","[591, 818, 10685, 1936, 9748, 33705, 41336, 162300, 181635, 208397, 217282, 303918, 314730, 325809]","[53, 28]",PG-13,2025-04-09
tt0918940,2016,110.0,180000000.0,356743061.0,"[79, 552, 46339, 2596, 41624, 86565, 174]",en,['US'],"[{'id': 28846, 'popularity': 2.7308}, {'id': 27319, 'popularity': 4.0345}, {'id': 2231, 'popularity': 7.361}]","[{'id': 11343, 'popularity': 1.0576}]","[409, 5160, 5650, 7347, 10787]","[14, 28, 12]",PG-13,2016-06-29
tt0920462,2020,97.0,,106045.0,"[136892, 79500, 39530]",en,['US'],"[{'id': 109513, 'popularity': 8.3406}, {'id': 1082509, 'popularity': 1.5263}, {'id': 23229, 'popularity': 2.1205}]","[{'id': 85859, 'popularity': 0.2028}]","[818, 12369]",[18],R,2020-09-18
tt0972544,2018,101.0,,,"[54280, 112113, 150234, 149897]",en,['US'],"[{'id': 61363, 'popularity': 1.4065}, {'id': 41421, 'popularity': 4.3243}, {'id': 61186, 'popularity': 1.2439}]","[{'id': 61363, 'popularity': 1.4065}]","[380, 818, 2299, 6625, 9826, 15378, 249708]","[80, 18, 53]",,2019-11-15
tt0974015,2017,120.0,300000000.0,661326987.0,"[9995, 507, 174, 41624, 128064]",en,['US'],"[{'id': 880, 'popularity': 5.8184}, {'id': 73968, 'popularity': 9.4272}, {'id': 9273, 'popularity': 4.4957}]","[{'id': 15217, 'popularity': 3.0339}]","[9715, 9717, 33637, 155030, 179430, 179431, 229266]","[28, 12, 878]",PG-13,2017-11-15
tt0983946,2020,109.0,7000000.0,49447308.0,"[3172, 5, 172892]",en,['US'],"[{'id': 454, 'popularity': 4.2492}, {'id': 21045, 'popularity': 2.7919}, {'id': 205307, 'popularity': 2.6129}]","[{'id': 55075, 'popularity': 0.4328}]","[1964, 6152, 11168, 156630, 170351, 177895, 179468, 235530, 243959, 256183, 256669, 269769, 305619]","[12, 14, 27, 9648]",PG-13,2020-02-12
tt0993840,2021,148.0,90000000.0,190700000.0,[114152],en,['US'],"[{'id': 543530, 'popularity': 4.1063}, {'id': 989325, 'popularity': 4.4343}, {'id': 41556, 'popularity': 1.6157}]","[{'id': 15217, 'popularity': 3.0339}]","[585, 4809, 1953, 3070, 8430, 10051, 9925, 12332, 12377, 14570, 33476, 159339, 163841, 174511, 182127, 186565, 204703, 240303, 273612, 309974, 325772]","[80, 28, 27]",R,2021-05-14
tt0995868,2016,107.0,,27312.0,"[7491, 23, 73670, 242329, 112061]",en,['US'],"[{'id': 1281385, 'popularity': 0.1526}, {'id': 1281386, 'popularity': 0.5378}, {'id': 5659, 'popularity': 0.801}]","[{'id': 550045, 'popularity': 0.1714}, {'id': 550046, 'popularity': 0.5578}]","[6075, 5565, 13042, 264118, 281585]",[18],PG,2016-05-06
tt10003008,2020,88.0,3500000.0,4311042.0,"[22146, 91934]",en,['US'],"[{'id': 221018, 'popularity': 2.8274}, {'id': 88029, 'popularity': 3.888}, {'id': 220573, 'popularity': 0.5142}]","[{'id': 54697, 'popularity': 2.7803}]","[1896, 1925, 1941, 6844, 9826, 10714, 178649, 209404, 230225, 233380, 237061, 321299, 331167]","[27, 53]",R,2020-07-23
tt10006006,2019,84.0,,,[2090],en,['US'],"[{'id': 53485, 'popularity': 1.9493}, {'id': 1173231, 'popularity': 0.4064}, {'id': 2506, 'popularity': 2.1196}]","[{'id': 79656, 'popularity': 0.3864}]",[207317],"[10749, 10751, 10770]",,2019-12-05
tt1001520,2023,118.0,45000000.0,21600000.0,"[11317, 7, 205662, 7294, 264, 206581]",en,['US'],"[{'id': 1154054, 'popularity': 1.3236}, {'id': 1323109, 'popularity': 1.5783}, {'id': 83854, 'popularity': 1.8842}]","[{'id': 135113, 'popularity': 0.9003}]","[3799, 1299, 818, 2858, 3133, 6152, 15032, 256183, 261274, 305021]","[27, 14]",R,2023-08-09
tt10015244,2022,97.0,,,"[102777, 110012, 187399]",en,['US'],"[{'id': 138860, 'popularity': 0.5832}, {'id': 119887, 'popularity': 0.3738}, {'id': 2148352, 'popularity': 0.1937}]","[{'id': 1772413, 'popularity': 0.3191}]","[10714, 12339, 14895]","[27, 9648, 53]",,2022-10-04
tt10016180,2021,128.0,30000000.0,29942746.0,"[174, 2605]",en,['US'],"[{'id': 5292, 'popularity': 7.6397}, {'id': 17838, 'popularity': 3.7735}, {'id': 7499, 'popularity': 4.0921}]","[{'id': 54040, 'popularity': 0.8722}]","[703, 1559, 8015, 10714, 11727, 12670, 14676, 15076, 18420, 167377, 180668, 190574, 210608, 264433]","[18, 80, 53]",R,2021-01-28
tt10023022,2021,94.0,,,[163065],en,['US'],"[{'id': 3490, 'popularity': 3.35}, {'id': 1377670, 'popularity': 1.1111}, {'id': 1783255, 'popularity': 0.495}]","[{'id': 87494, 'popularity': 0.4266}]","[242, 5179, 3149, 8303, 11494, 9748, 57990, 163949, 207317, 253417, 356406, 368930, 373469, 373470, 373471]","[80, 28, 18]",,2022-01-28
tt10023024,2020,142.0,,,"[86699, 84618, 7294, 115477]",hi,['IN'],"[{'id': 1846859, 'popularity': 0.8736}, {'id': 1848952, 'popularity': 1.3871}, {'id': 6519, 'popularity': 0.916}]","[{'id': 71276, 'popularity': 0.5407}]",,"[10749, 18]",,2020-02-14
tt10023286,2021,108.0,,,"[41077, 93105]",en,['US'],"[{'id': 28633, 'popularity': 2.4355}, {'id': 1232500, 'popularity': 0.5183}, {'id': 440414, 'popularity': 1.3235}]","[{'id': 1470487, 'popularity': 0.1232}]","[242, 65, 4543, 10181, 9848, 18035, 168346, 190491, 276605, 286239]",[18],R,2021-11-24
tt10028196,2022,159.0,23000000.0,16000000.0,"[2140, 6808, 4]",hi,['IN'],"[{'id': 52763, 'popularity': 1.8928}, {'id': 37233, 'popularity': 1.8766}, {'id': 237052, 'popularity': 0.575}]","[{'id': 1758663, 'popularity': 0.2853}]","[791, 818, 9714, 14636, 158628, 165317, 191819, 367222]","[18, 10749, 35]",PG-13,2022-08-11
tt10037014,2021,109.0,,24565.0,"[117837, 65606, 5357, 147008, 147009, 6626]",en,['US'],"[{'id': 1597855, 'popularity': 1.6371}, {'id': 969140, 'popularity': 0.7783}, {'id': 1317693, 'popularity': 0.467}]","[{'id': 1448492, 'popularity': 0.5768}]","[1930, 10226, 13073, 41329, 227655]","[53, 27, 18]",PG-13,2021-02-12
tt10039344,2019,90.0,6500000.0,48021766.0,"[73118, 33, 47729]",en,['US'],"[{'id': 1368507, 'popularity': 2.4854}, {'id': 1216004, 'popularity': 0.8931}, {'id': 1379123, 'popularity': 0.4774}]","[{'id': 1346242, 'popularity': 0.1502}]","[428, 1825, 6152, 11001, 10980, 14999, 179431, 197582, 260780, 322255]","[27, 53]",PG-13,2019-10-24
tt10059518,2020,90.0,33000000.0,39238300.0,"[52180, 133831, 290, 19638]",en,"['GB', 'US']","[{'id': 934, 'popularity': 4.3314}, {'id': 1046903, 'popularity': 0.6979}, {'id': 1352028, 'popularity': 0.7619}]","[{'id': 126910, 'popularity': 0.3366}]","[6259, 2879, 6844, 9826, 11363, 14768, 15295, 18008, 18326, 156661, 158606, 159931, 162388, 191527, 200235, 211661, 239260, 262505, 310491, 321464, 325422, 325423, 325424, 325425]","[28, 53, 27]",R,2020-07-16
tt10060094,2019,92.0,,,"[2090, 64216]",en,['US'],"[{'id': 67599, 'popularity': 1.8494}, {'id': 1711290, 'popularity': 0.5203}, {'id': 59192, 'popularity': 3.9291}]","[{'id': 1224778, 'popularity': 0.3134}]","[4379, 10466, 14882, 207317]","[35, 10749]",,2019-11-21
tt10062556,2021,113.0,,,"[3522, 27621, 128365]",hi,['IN'],"[{'id': 42803, 'popularity': 2.291}, {'id': 130958, 'popularity': 0.8003}, {'id': 85881, 'popularity': 1.5683}]","[{'id': 2272936, 'popularity': 0.0214}]","[158264, 230926, 273967]","[10752, 36, 28, 18]",,2021-08-13
tt10065694,2020,105.0,15000000.0,7060384.0,"[1632, 72725]",en,['US'],"[{'id': 1005852, 'popularity': 2.2801}, {'id': 116514, 'popularity': 1.3634}, {'id': 20089, 'popularity': 7.5613}]","[{'id': 2399829, 'popularity': 0.1256}, {'id': 2399830, 'popularity': 0.0753}]","[393, 2660, 1930, 2831, 12425, 155876, 157701, 193897, 200234, 201864, 207915, 212737, 309427, 325774, 325775, 325806, 325807, 325809, 325812, 325818, 325821, 325823, 325825, 325843]",[27],R,2020-09-02
tt10068916,2020,113.0,,4971635.0,"[16738, 2073, 12452, 17981, 648, 165053, 165054, 157001, 181190]",ja,['JP'],"[{'id': 1647636, 'popularity': 1.7153}, {'id': 1250465, 'popularity': 2.2569}, {'id': 1647448, 'popularity': 1.3795}]","[{'id': 230411, 'popularity': 0.7576}]","[516, 4978, 1353, 10292, 4759, 9663, 10349, 10864, 13141, 14544, 14707, 155587, 157512, 175428, 177895, 189092, 195668, 210024]","[16, 12, 14, 9648]",R,2020-01-17
tt10078772,2025,91.0,25000000.0,48703174.0,"[1302, 152, 106754, 1632, 221429]",en,['US'],"[{'id': 13240, 'popularity': 6.5983}, {'id': 70904, 'popularity': 2.6793}, {'id': 17052, 'popularity': 2.4017}]","[{'id': 2461, 'popularity': 4.1145}]","[3203, 11207, 10718, 10812, 172727, 176795, 207697, 234113, 236987]","[28, 53]",R,2025-01-22
tt10081762,2020,78.0,,98157.0,"[19037, 120975, 16498, 2801, 12477, 2999]",sv,['SE'],"[{'id': 106657, 'popularity': 0.6233}, {'id': 1107976, 'popularity': 0.256}, {'id': 1938183, 'popularity': 0.0387}]","[{'id': 1349785, 'popularity': 0.2203}]","[269, 2803, 1191, 10503, 15162, 34268, 159803, 200918, 202371, 207317, 208327, 220815, 227205, 232076, 241738, 303942, 309974, 324713, 325761, 325762, 325763, 325764, 325765, 325769, 325772, 325773, 325775, 325776, 325806, 325807, 325809, 325812, 325851, 325853, 325854, 325856]","[18, 53]",,2020-02-14
tt10083174,2021,92.0,,,[111017],en,['US'],"[{'id': 8183, 'popularity': 2.0887}, {'id': 55779, 'popularity': 3.8315}, {'id': 115433, 'popularity': 0.2539}]","[{'id': 1906059, 'popularity': 0.1794}]",[9720],"[27, 878]",,2021-02-26
tt10083340,2022,152.0,12000000.0,25300000.0,"[95250, 103329]",hi,['IN'],"[{'id': 1108120, 'popularity': 1.3684}, {'id': 42803, 'popularity': 2.2741}, {'id': 1255248, 'popularity': 0.2277}]","[{'id': 42804, 'popularity': 0.5128}]","[818, 5565]","[80, 18, 36]",,2022-02-24
tt10083640,2021,129.0,,,"[3081, 114781]",hi,['IN'],"[{'id': 35747, 'popularity': 1.5542}, {'id': 1034470, 'popularity': 0.6084}, {'id': 1115720, 'popularity': 0.9858}]","[{'id': 545493, 'popularity': 0.1514}]",,"[12, 27, 35]",,2021-09-10
tt10095582,2021,105.0,,176248.0,"[93105, 41077]",en,['US'],"[{'id': 5292, 'popularity': 7.6397}, {'id': 3910, 'popularity': 2.8837}, {'id': 178634, 'popularity': 1.4616}]","[{'id': 1223, 'popularity': 1.7156}]","[616, 1157, 388, 3734, 10202, 10181, 12999, 165725, 299608]",[18],R,2021-12-05
tt10096842,2021,92.0,,,[41077],en,['US'],"[{'id': 1325716, 'popularity': 0.9324}, {'id': 15009, 'popularity': 2.8319}, {'id': 517, 'popularity': 6.1936}]","[{'id': 1216197, 'popularity': 0.4185}]",[3725],"[27, 9648, 53]",R,2021-06-18
tt10098288,2021,134.0,4100000.0,3600000.0,"[86699, 115477]",hi,['IN'],"[{'id': 117727, 'popularity': 1.0721}, {'id': 1179459, 'popularity': 0.3593}, {'id': 1974970, 'popularity': 2.0519}]","[{'id': 1728433, 'popularity': 0.0945}]",,"[27, 35]",,2021-03-11
